id,Status,Date_Of_Birth,Monthly_Income,Employment_Length,State,Interest_Rate,FICO_Range,Default
3362,accepted,1989-27-08,3583.33,2014-07,MN,13.16,680-684,0.0
88001,accepted,1975-21-06,10000.0,2006-04,TX,15.80,675-679,0.0
74388,accepted,1993-01-09,4285.5,2015-04,NY,10.16,710-714,0.0
46215,accepted,1986-28-06,3666.67,2015-11,CA,14.65,670-674,0.0
98493,accepted,1982-21-12,5850.0,2013-01,AZ,10.16,715-719,0.0
79371,accepted,1984-16-10,2500.0,2015-04,CA,17.27,670-674,0.0
31004,accepted,1981-29-04,4416.67,2013-06,NC,13.99,720-724,0.0
14434,accepted,1985-15-06,5750.0,2006-05,NY,11.12,705-709,0.0
28732,pending,1978-10-10,7250.0,2006-12,OH,5.99,760-764,
41109,pending,1979-01-05,4083.33,2010-05,OH,14.27,675-679,
41813,accepted,1987-05-06,3333.0,2013-07,CO,14.65,695-699,0.0
75793,accepted,1988-03-03,5166.67,2010-12,MA,12.12,675-679,0.0
87367,accepted,1980-08-05,5000.0,2011-11,OH,7.90,720-724,0.0
59735,accepted,1986-01-04,5083.33,2012-03,WI,22.95,680-684,1.0
28642,accepted,1982-30-11,8333.33,2006-10,KY,10.59,710-714,0.0
80359,accepted,1979-30-03,5833.33,2006-09,MA,12.12,750-754,0.0
96479,accepted,1974-11-03,4666.67,2006-07,NY,17.27,695-699,0.0
66710,accepted,1985-23-08,4500.0,2006-09,CA,18.49,675-679,1.0
12150,accepted,1976-02-03,3208.33,2006-06,KY,7.51,805-809,0.0
59160,accepted,1983-19-05,3833.33,2009-02,FL,9.76,725-729,0.0
2148,pending,1981-01-09,1750.0,2010-06,NJ,11.89,720-724,
100595,accepted,1986-02-10,3583.33,2015-07,TX,21.49,685-689,0.0
74460,pending,1982-14-04,11666.67,2006-05,OK,23.63,660-664,
81422,accepted,1990-27-07,8333.33,2015-01,CA,18.75,675-679,0.0
39548,accepted,1978-30-07,4166.67,2006-09,CA,13.49,695-699,0.0
338,accepted,1995-03-01,13750.0,2014-05,NJ,9.20,730-734,0.0
71492,accepted,1981-19-07,3250.0,2010-12,WI,11.14,795-799,0.0
39989,accepted,1991-16-07,4333.33,2010-07,SC,19.91,670-674,0.0
7558,accepted,1989-13-12,2750.0,2011-07,TX,11.36,685-689,0.0
77844,accepted,1990-09-11,2916.67,2015-05,IL,17.77,665-669,1.0
36497,accepted,1977-06-01,8833.33,2008-10,AL,15.96,680-684,0.0
33013,accepted,1984-02-06,2495.83,2012-05,CA,14.27,670-674,0.0
15538,pending,1975-18-07,7000.0,2006-09,WA,9.25,700-704,
101027,accepted,1977-02-06,3333.33,2007-05,IL,8.90,725-729,0.0
79542,accepted,1985-08-10,8606.56,2011-08,VA,18.49,720-724,0.0
25800,accepted,1980-27-05,2083.33,2006-07,CA,17.49,695-699,0.0
87287,accepted,1985-16-08,4416.67,2013-05,NY,6.62,765-769,0.0
33228,accepted,1980-14-06,3125.0,2010-08,TX,6.03,765-769,0.0
27391,accepted,1984-04-04,4583.33,2014-09,MD,9.99,750-754,0.0
49367,accepted,1982-14-06,8791.67,2010-03,IL,22.78,660-664,0.0
93501,accepted,1982-30-11,2750.0,2011-06,FL,8.90,765-769,0.0
32119,accepted,1982-22-08,8333.33,,NC,12.99,740-744,0.0
70177,accepted,1983-26-10,6041.67,2015-09,OK,15.31,670-674,0.0
77324,accepted,1979-14-06,4333.33,2006-08,MN,17.27,675-679,0.0
31805,accepted,1982-04-10,2500.0,2014-03,NC,5.99,740-744,0.0
84318,pending,1989-04-07,3500.0,2015-02,NJ,14.09,675-679,
27415,accepted,1991-24-07,5416.67,2015-03,LA,16.89,745-749,0.0
40866,pending,1979-24-02,3200.0,2011-12,WA,10.65,720-724,
91596,accepted,1979-10-05,8333.33,2010-03,OK,8.90,755-759,0.0
25235,accepted,1983-25-09,2500.0,2008-11,IL,13.49,720-724,0.0
32747,accepted,1993-02-02,8750.0,2015-01,NY,16.77,670-674,1.0
17370,accepted,1982-17-06,8000.0,2014-01,GA,5.79,765-769,0.0
71470,accepted,1989-25-07,3166.67,2015-01,NV,20.49,660-664,1.0
5062,accepted,1993-07-04,6333.33,2015-05,CA,14.61,665-669,0.0
28205,pending,1982-02-07,5583.33,2006-03,NY,21.74,660-664,
28976,accepted,1993-10-07,4583.0,2014-10,VA,15.99,675-679,1.0
25084,accepted,1997-25-01,8750.0,2015-12,TX,11.99,755-759,0.0
14156,accepted,1997-16-01,3145.83,2015-09,GA,13.98,715-719,0.0
25665,accepted,1980-12-04,2666.67,2012-06,VA,5.99,770-774,0.0
83794,accepted,1985-14-04,3583.33,2008-11,TX,12.12,715-719,0.0
52698,accepted,1981-16-05,5333.33,2006-03,CA,9.76,705-709,0.0
7255,accepted,1983-25-11,3333.33,2014-12,CA,7.88,760-764,0.0
44426,accepted,1987-24-07,6000.0,2006-06,IL,19.22,680-684,0.0
24464,accepted,1976-27-10,14000.0,2006-12,NH,17.99,715-719,0.0
86039,accepted,1985-09-01,3833.33,2006-01,MI,12.12,685-689,1.0
23944,accepted,1981-24-01,4300.0,2006-06,CA,17.99,685-689,0.0
86982,accepted,1984-03-04,5746.0,2012-09,CA,18.49,660-664,0.0
28231,pending,1994-25-03,4166.67,2012-04,CA,11.99,720-724,
13795,accepted,1984-10-08,3350.0,2015-05,KY,6.76,755-759,0.0
70193,pending,1976-04-01,5416.67,2006-03,GA,19.72,675-679,
47862,accepted,1979-09-12,11500.0,2006-01,PA,13.99,695-699,0.0
1336,pending,1985-06-08,5000.0,2008-07,FL,9.07,750-754,
51954,accepted,1995-24-12,4000.0,2013-07,AL,10.74,700-704,0.0
49851,accepted,1986-04-10,5077.58,2006-04,OH,20.50,690-694,1.0
5468,accepted,1985-30-05,6333.0,2015-05,NJ,12.87,690-694,0.0
21651,accepted,1997-13-12,6083.33,2015-02,NH,11.11,700-704,0.0
59355,pending,1987-09-06,10333.33,2010-06,CA,6.62,790-794,
52708,accepted,1987-20-11,8300.0,2006-05,PA,10.74,740-744,0.0
45529,accepted,1994-07-08,10416.67,2014-10,NY,12.12,710-714,0.0
102356,accepted,1995-26-12,6083.33,2014-01,CA,14.82,655-659,1.0
60190,accepted,1983-10-03,15000.0,2015-03,CO,7.90,750-754,0.0
91073,accepted,1978-19-11,5925.0,2006-10,SC,10.16,710-714,0.0
13378,accepted,1986-14-09,2430.0,2014-10,TX,7.51,765-769,0.0
52665,accepted,1988-28-06,4166.67,2006-10,CA,9.76,705-709,0.0
33010,accepted,1981-21-04,2100.0,2013-06,PA,7.90,715-719,0.0
60968,pending,1987-23-03,4333.33,2006-06,FL,17.77,670-674,
58987,accepted,1992-30-04,6666.67,2015-08,IL,13.67,745-749,0.0
50673,accepted,1977-04-08,3333.33,2006-06,OR,7.90,725-729,0.0
68284,accepted,1996-24-02,3500.0,2014-08,AZ,10.16,755-759,0.0
4211,accepted,1991-18-02,4166.67,2015-12,AL,11.48,745-749,0.0
82804,accepted,1993-26-08,4833.33,2012-09,VT,13.11,715-719,0.0
42421,accepted,1992-19-07,4166.67,2010-08,CA,6.62,760-764,0.0
3025,pending,1983-24-10,3333.33,2015-11,CT,11.58,715-719,
65055,accepted,1986-22-07,4833.33,2006-09,OH,20.49,660-664,0.0
76355,accepted,1989-09-06,3816.67,2009-05,CO,12.12,710-714,0.0
33155,accepted,1985-31-10,12083.33,2015-06,FL,16.77,670-674,0.0
72641,accepted,1990-26-01,9166.67,2008-06,CA,14.09,695-699,0.0
104001,accepted,1983-30-01,5000.0,2013-04,NY,17.56,670-674,0.0
69437,accepted,1988-30-10,3108.0,2008-01,CA,14.33,690-694,1.0
5511,accepted,1984-08-10,10250.0,2011-01,VA,11.83,720-724,0.0
62057,accepted,1982-21-05,10416.67,2010-10,NV,13.11,705-709,0.0
33008,accepted,1996-03-05,7247.0,2015-03,VA,7.90,710-714,0.0
45527,accepted,1992-16-03,3000.0,2014-01,CA,13.67,675-679,0.0
78288,accepted,1983-24-12,3640.0,2006-07,CA,12.12,695-699,0.0
32628,accepted,1981-27-05,7110.42,2006-04,CA,17.58,725-729,0.0
9708,accepted,1992-08-10,2916.67,2014-02,KY,7.14,755-759,0.0
66199,accepted,1977-18-01,5000.0,2008-01,AL,14.33,720-724,0.0
62657,accepted,1990-27-07,7916.67,2009-11,VA,13.11,695-699,0.0
54961,accepted,1987-10-06,6300.0,2011-11,CA,6.62,750-754,0.0
41326,accepted,1986-22-10,3791.67,2011-03,NY,11.71,705-709,0.0
57425,accepted,1989-08-11,4416.67,2011-12,VA,19.99,710-714,0.0
85229,accepted,1986-21-08,5666.67,2015-10,AZ,22.47,670-674,0.0
36931,accepted,1976-15-01,5651.33,2006-09,MN,18.64,675-679,0.0
12114,accepted,1992-27-11,5500.0,2013-10,PA,7.88,730-734,0.0
57120,accepted,1985-15-01,3912.0,2006-10,NC,14.65,705-709,0.0
85883,accepted,1981-24-05,3333.33,2006-08,TX,15.31,665-669,0.0
28326,pending,1982-19-01,8125.0,2006-01,NJ,18.39,675-679,
74206,accepted,1981-25-01,6500.0,2007-03,GA,7.90,770-774,0.0
43999,accepted,1985-05-10,6666.67,2015-10,NJ,7.90,730-734,0.0
87114,accepted,1984-24-10,3750.0,2006-11,CA,14.09,700-704,0.0
41413,accepted,1989-17-04,2500.0,2015-02,CO,7.90,740-744,0.0
43623,accepted,1976-27-05,5208.33,2007-12,CA,14.27,695-699,0.0
89511,accepted,1985-31-10,3166.67,2015-06,TX,13.11,710-714,0.0
22315,accepted,1997-29-07,2375.0,2015-11,CO,10.00,745-749,0.0
100288,accepted,1993-12-07,1666.67,2015-02,MI,17.77,665-669,0.0
43260,accepted,1975-06-10,4500.0,2006-07,RI,12.69,735-739,0.0
76173,accepted,1984-07-06,3916.67,2006-03,SC,12.12,695-699,0.0
88026,accepted,1982-03-05,3625.0,2011-02,CA,12.12,695-699,0.0
83857,accepted,1987-31-05,11000.0,,NY,18.49,705-709,0.0
46337,accepted,1985-16-10,6666.67,2010-11,PA,18.25,695-699,0.0
34144,accepted,1980-09-07,5333.33,2008-01,GA,14.27,710-714,0.0
53780,pending,1993-18-02,4944.92,2014-06,FL,6.03,755-759,
101800,accepted,1987-15-06,15416.67,2014-01,GA,15.01,695-699,0.0
17016,accepted,1989-15-02,5500.0,2013-05,DE,14.46,680-684,0.0
9639,pending,1987-29-09,4600.0,2013-06,FL,13.85,675-679,
42760,accepted,1992-15-09,3666.67,2011-10,MI,14.65,690-694,0.0
18362,accepted,1993-01-02,14000.0,2011-11,MA,16.32,685-689,0.0
98619,accepted,1981-26-02,5000.0,2013-09,NJ,11.14,695-699,0.0
19598,accepted,1984-06-07,5416.67,2008-03,NY,14.17,670-674,0.0
94218,accepted,1988-14-12,5000.0,2014-08,CA,13.11,775-779,0.0
83646,accepted,1974-08-02,4583.33,2006-02,WA,13.11,685-689,1.0
56385,accepted,1984-17-09,2500.0,2013-10,CA,10.74,700-704,0.0
94994,accepted,1991-11-06,8000.0,2014-12,DC,11.14,705-709,0.0
38492,accepted,1980-02-04,5200.0,2006-01,KS,10.65,745-749,0.0
11868,accepted,1982-21-02,25000.0,2009-12,CA,11.49,725-729,0.0
71057,accepted,1984-21-08,3250.0,2012-11,NC,17.77,670-674,1.0
92024,accepted,1977-26-04,2916.67,2006-07,FL,14.33,675-679,0.0
30137,accepted,1984-18-06,5000.0,2006-10,MN,16.49,710-714,0.0
26323,accepted,1978-08-12,3166.67,2010-01,CA,7.91,730-734,0.0
48554,accepted,1991-31-08,10400.0,2015-11,IL,7.90,750-754,0.0
76933,accepted,1988-22-06,12500.0,2015-05,NY,8.90,715-719,0.0
29775,accepted,1987-04-02,2609.0,2013-10,CA,17.49,670-674,1.0
100072,accepted,1988-18-08,4583.33,2012-10,MT,14.09,710-714,0.0
78792,accepted,1981-14-10,6500.0,2006-12,CA,12.12,715-719,0.0
13110,accepted,1990-30-11,6666.67,2011-08,VA,15.95,700-704,0.0
74037,accepted,1985-07-09,8333.33,2006-04,TX,17.77,710-714,0.0
5465,pending,1987-10-09,3352.0,2015-02,AZ,7.40,770-774,
23345,accepted,1975-05-07,6308.75,2006-06,FL,15.65,735-739,0.0
59271,pending,1985-04-09,2375.0,2013-12,TX,9.76,725-729,
54197,accepted,1983-09-05,4166.67,2014-12,PA,13.11,695-699,0.0
45525,pending,1988-08-04,10000.0,2006-11,NY,15.81,725-729,
94545,accepted,1984-05-10,6666.67,2010-04,IL,15.31,675-679,0.0
10785,accepted,1984-09-07,8500.0,2012-03,CA,10.75,755-759,0.0
42562,accepted,1983-02-02,6916.67,2010-04,NC,15.96,660-664,0.0
70606,accepted,1985-14-06,5000.0,2015-09,NY,15.31,685-689,0.0
102226,pending,1983-01-11,4500.0,2010-03,CA,14.82,645-649,
56056,accepted,1980-15-09,7500.0,2006-04,MT,6.03,760-764,0.0
53245,accepted,1980-18-11,7258.33,2007-04,CA,7.90,730-734,0.0
71531,accepted,1983-22-07,2583.33,2015-05,HI,12.12,685-689,0.0
45828,pending,1983-15-11,3416.67,2006-01,NC,19.22,680-684,
28189,accepted,1985-20-03,8583.33,2009-05,SC,15.99,675-679,1.0
55542,accepted,1983-24-04,4833.33,2007-09,NY,20.50,695-699,0.0
26424,accepted,1990-15-01,6666.67,2015-04,AK,13.49,705-709,0.0
27371,accepted,1996-19-12,4166.25,,NY,13.99,675-679,1.0
24445,accepted,1992-08-01,5150.0,2014-02,MA,10.59,730-734,0.0
25133,accepted,1991-02-04,3644.83,2015-09,NY,5.99,765-769,0.0
72072,accepted,1979-30-06,4789.33,2006-10,NC,14.09,680-684,0.0
43844,accepted,1984-26-01,5833.33,2008-04,TX,14.27,675-679,1.0
60894,accepted,1993-03-03,4583.33,2015-04,FL,8.90,705-709,0.0
59206,accepted,1985-27-12,2916.67,2006-02,MI,17.27,665-669,1.0
24426,accepted,1986-08-03,3500.0,2012-12,NY,15.99,690-694,1.0
91173,accepted,1974-01-12,11000.0,,GA,10.16,715-719,0.0
56404,accepted,1991-02-04,4583.33,2013-12,WA,13.11,695-699,0.0
75634,accepted,1984-04-07,9000.0,2006-05,CA,15.31,665-669,1.0
93296,accepted,1994-07-05,6250.0,2015-09,MA,10.16,720-724,0.0
69885,accepted,1990-21-07,4333.33,2011-11,WI,12.12,690-694,1.0
31787,accepted,1983-27-12,6666.67,2011-02,WA,13.49,700-704,0.0
38073,accepted,1985-03-01,5000.0,2015-03,FL,14.27,670-674,1.0
25600,accepted,1986-14-05,3376.0,2012-05,NV,19.69,665-669,0.0
36576,accepted,1981-17-06,5583.33,2013-05,PA,7.90,705-709,0.0
81991,accepted,1987-14-12,13999.17,2006-02,NY,21.49,700-704,0.0
73434,accepted,1990-15-10,5833.33,2011-07,NJ,12.12,695-699,0.0
50956,accepted,1981-19-10,8750.0,2008-07,GA,18.25,660-664,1.0
45189,pending,1983-10-01,10833.33,2009-02,CA,6.62,755-759,
80144,accepted,1975-28-11,5791.67,2006-07,TX,12.12,715-719,0.0
77251,accepted,1984-06-12,3333.33,2009-02,CA,14.09,690-694,1.0
49782,accepted,1986-05-10,3500.0,2006-06,MI,13.99,705-709,0.0
101411,accepted,1981-21-09,4500.0,2013-08,PA,21.98,660-664,1.0
81782,accepted,1985-02-01,18750.0,2012-11,FL,19.05,690-694,0.0
71268,accepted,1993-04-05,4166.67,,TX,7.90,725-729,1.0
38833,accepted,1985-04-09,6250.0,2010-12,FL,11.71,700-704,0.0
69249,pending,1997-01-03,1750.0,2015-08,GA,15.31,675-679,
5299,accepted,1985-31-10,4548.83,2011-09,CA,11.14,775-779,0.0
61835,accepted,1987-17-08,2860.0,2009-10,OK,15.80,680-684,0.0
64769,accepted,1982-03-11,6750.0,2011-11,NY,7.62,750-754,0.0
35250,accepted,1981-15-08,7916.67,2010-10,AL,12.69,685-689,1.0
7007,accepted,1992-17-04,3583.33,2013-03,HI,8.59,760-764,0.0
2577,accepted,1993-25-08,5000.0,2013-04,NY,8.00,765-769,0.0
37863,accepted,1993-04-06,5833.33,2012-07,CO,12.42,705-709,0.0
34551,accepted,1989-24-07,4853.33,2013-01,OK,6.62,760-764,0.0
38905,accepted,1996-06-02,5500.0,2015-06,IL,7.90,725-729,0.0
53762,accepted,1988-25-12,5416.67,2015-10,CA,7.90,810-814,0.0
32323,accepted,1987-11-05,1600.0,2010-07,CA,19.03,685-689,0.0
49042,accepted,1997-06-06,3916.67,2015-05,NY,12.12,715-719,0.0
16346,accepted,1983-24-05,5520.0,2009-03,NY,5.79,750-754,0.0
100424,accepted,1986-27-12,6916.67,2012-04,IL,16.29,685-689,1.0
75831,accepted,1988-25-09,4166.67,2010-05,GA,18.49,700-704,0.0
67863,accepted,1985-12-01,4166.67,2015-05,NY,12.12,700-704,0.0
103546,accepted,1984-02-01,6000.0,2014-05,NY,14.59,660-664,0.0
50874,accepted,1980-11-10,1416.67,2010-09,CA,22.45,665-669,1.0
101548,accepted,1992-21-03,5416.67,2015-11,FL,14.70,645-649,0.0
80841,accepted,1991-09-12,5666.67,2012-02,FL,18.75,680-684,0.0
65855,accepted,1975-19-04,3333.33,2006-02,CA,12.12,695-699,0.0
26919,accepted,1974-27-08,7500.0,2006-06,NY,15.62,670-674,0.0
31098,accepted,1980-16-11,4250.0,2006-02,MD,5.42,800-804,0.0
68962,accepted,1982-06-03,7416.67,2006-06,MN,7.62,735-739,0.0
61493,accepted,1987-24-08,7166.67,2006-03,CO,17.77,685-689,1.0
28574,accepted,1977-20-08,18750.0,2006-08,VA,7.49,745-749,0.0
69724,accepted,1992-08-02,7331.25,2012-09,NY,23.76,665-669,1.0
33068,accepted,1993-13-06,6000.0,2015-10,CT,7.90,715-719,0.0
1342,accepted,1984-26-08,4583.33,2015-02,CT,10.20,800-804,0.0
31200,accepted,1992-18-02,6250.0,2013-12,GA,15.62,695-699,0.0
10264,accepted,1986-15-09,12083.33,2014-11,DC,15.58,690-694,0.0
49920,pending,1985-11-02,4000.0,2006-02,NY,14.65,710-714,
30441,accepted,1991-18-11,22916.67,2012-05,MN,10.59,765-769,0.0
33148,accepted,1979-25-04,4166.67,2010-05,IL,9.91,710-714,0.0
79022,accepted,1979-13-08,4400.0,2006-09,GA,18.49,670-674,1.0
45222,accepted,1986-05-03,5416.67,2006-10,NY,9.76,785-789,0.0
22768,accepted,1983-28-02,6250.0,2013-03,FL,6.00,695-699,0.0
96412,pending,1984-12-03,3833.33,2006-11,CA,14.33,695-699,
29340,accepted,1984-22-01,7300.0,2012-05,CA,11.49,705-709,0.0
73863,accepted,1982-16-05,7917.0,2006-03,GA,6.03,800-804,0.0
32269,accepted,1977-13-04,6166.67,2006-04,MD,6.62,730-734,0.0
45097,accepted,1977-06-09,6666.67,,LA,18.55,700-704,0.0
62353,accepted,1986-05-04,12500.0,2011-02,CA,8.90,730-734,0.0
53042,accepted,1987-13-09,6250.0,2006-09,NC,6.03,750-754,0.0
92363,accepted,1979-06-01,5025.0,2006-09,WA,17.27,705-709,0.0
27374,accepted,1988-22-10,4583.33,2010-12,IL,15.99,675-679,0.0
67953,accepted,1988-19-02,8333.33,2014-03,CA,10.16,710-714,0.0
5880,accepted,1980-27-05,7083.33,2006-07,OR,7.74,775-779,0.0
3031,accepted,1990-17-02,4333.33,2008-04,TX,11.26,730-734,0.0
92244,accepted,1980-06-10,5166.67,2006-02,WI,19.05,660-664,1.0
61500,accepted,1984-06-05,7238.92,2006-12,IL,13.11,720-724,0.0
7002,pending,1990-09-04,3000.0,2015-11,TX,14.61,730-734,
53002,accepted,1986-14-02,10500.0,2015-08,NV,8.90,730-734,0.0
32737,accepted,1982-14-11,3000.0,,OH,8.90,785-789,0.0
47286,accepted,1994-14-03,7083.33,2012-06,CA,15.81,695-699,0.0
16577,pending,1984-27-07,5833.33,2013-01,FL,5.79,770-774,
35530,accepted,1995-05-12,1200.0,2015-12,SC,12.69,705-709,0.0
23575,accepted,1991-26-06,7083.33,2013-10,RI,6.92,780-784,0.0
99508,accepted,1989-19-02,5666.67,2015-04,CO,15.80,670-674,0.0
72670,accepted,1995-14-12,3333.33,2014-06,GA,12.12,685-689,0.0
2882,accepted,1988-20-07,2583.33,2007-07,GA,13.16,755-759,0.0
20093,accepted,1983-26-04,4416.67,2015-06,NY,12.68,690-694,1.0
9020,accepted,1994-14-02,6875.0,2013-09,MA,6.76,760-764,0.0
52639,accepted,1982-15-02,4250.0,2011-04,NY,13.67,670-674,1.0
76348,accepted,1988-03-02,5416.67,2010-01,WA,14.09,700-704,0.0
57727,accepted,1984-29-10,2916.67,2010-09,UT,10.74,705-709,0.0
91915,pending,1987-02-08,5666.67,2013-12,CT,16.29,660-664,
97696,accepted,1974-16-07,8333.33,2006-05,KY,6.03,780-784,0.0
51525,accepted,1983-02-01,4166.67,2011-03,CA,13.67,665-669,0.0
41626,accepted,1984-01-07,3200.0,,WA,6.03,760-764,0.0
71634,pending,1992-10-04,5416.67,2015-01,CA,12.12,695-699,
51795,accepted,1985-23-05,7083.33,2009-06,TX,16.29,665-669,0.0
73201,accepted,1982-17-08,5562.92,2009-12,OH,22.47,660-664,1.0
31566,accepted,1992-01-06,3167.0,2010-12,FL,12.99,725-729,0.0
90826,accepted,1986-24-09,3250.0,2014-09,CT,14.09,675-679,0.0
64262,accepted,1978-13-02,4166.67,2007-09,NY,13.11,695-699,0.0
2749,accepted,1977-03-10,3300.0,2008-08,OH,9.32,755-759,0.0
73233,accepted,1982-18-04,4166.67,2006-03,AR,14.09,685-689,0.0
88842,accepted,1991-01-02,10416.67,2014-02,PA,20.49,685-689,0.0
8773,pending,1982-13-03,11166.67,2009-09,VA,10.62,750-754,
94795,accepted,1983-03-08,3833.33,2011-04,NV,11.14,705-709,0.0
71783,accepted,1985-29-06,6750.0,2009-10,NY,6.62,755-759,0.0
65113,accepted,1988-30-09,6000.0,2015-07,CO,8.90,740-744,0.0
5189,accepted,1986-02-09,1833.33,2014-08,CA,11.14,720-724,0.0
20592,accepted,1989-25-08,2833.33,2013-06,OH,5.42,750-754,0.0
71038,accepted,1983-30-09,2500.0,2012-05,GA,15.80,670-674,1.0
72764,accepted,1985-26-12,6083.33,2006-11,CA,14.09,700-704,0.0
77043,accepted,1975-25-03,3358.33,2006-06,MN,14.33,690-694,0.0
51326,accepted,1993-04-12,5416.67,2012-12,NV,7.90,720-724,0.0
57788,accepted,1992-04-02,4583.33,2010-04,VA,16.29,660-664,0.0
13386,accepted,1981-15-07,5500.0,2007-03,MO,16.45,680-684,0.0
17877,accepted,1981-19-02,6666.67,2012-03,GA,9.62,730-734,0.0
88396,accepted,1990-05-03,13933.33,2015-09,FL,12.12,720-724,0.0
19466,accepted,1987-26-04,2800.0,2013-11,NJ,5.79,735-739,0.0
19859,accepted,1982-02-11,2253.0,2014-04,WY,11.11,680-684,1.0
19297,accepted,1991-22-02,11500.0,2015-07,MI,13.06,735-739,0.0
82626,accepted,1986-19-09,9333.33,2014-07,MD,7.62,785-789,0.0
8078,accepted,1987-16-12,4166.67,2014-06,KY,13.48,700-704,0.0
102374,accepted,1980-12-03,11666.67,2007-03,TX,15.13,645-649,0.0
78732,accepted,1986-30-03,10000.0,2006-03,WA,8.90,720-724,0.0
71751,accepted,1982-16-09,5500.0,2013-03,CA,15.31,680-684,1.0
20020,accepted,1979-14-05,5250.0,2006-11,AL,10.37,750-754,0.0
89844,accepted,1984-16-01,5636.75,2008-07,CT,18.49,675-679,1.0
35991,pending,1991-10-06,20833.33,2010-09,CA,21.67,675-679,
92975,accepted,1975-29-10,3750.0,2006-01,NY,13.11,725-729,0.0
5274,accepted,1989-28-12,6000.0,2010-12,GA,7.40,780-784,0.0
48009,accepted,1992-06-03,2500.0,2013-02,NY,7.62,735-739,0.0
1046,accepted,1993-12-11,4833.0,2012-05,NJ,13.24,660-664,1.0
35719,accepted,1982-03-05,6250.0,2006-01,VA,7.90,720-724,0.0
102294,accepted,1984-14-08,6916.67,2006-08,MN,14.50,715-719,0.0
22561,accepted,1981-19-08,4583.33,2011-07,CA,6.92,735-739,0.0
7816,accepted,1986-31-08,7833.33,2011-05,DE,10.25,760-764,0.0
47745,accepted,1981-09-12,7750.0,2008-06,PA,7.90,725-729,0.0
21458,accepted,1987-11-07,21666.67,2015-04,FL,7.66,735-739,0.0
62166,accepted,1991-07-02,9166.67,2015-04,CO,19.05,685-689,0.0
42655,accepted,1977-24-12,5000.0,2009-03,TX,17.58,660-664,1.0
19255,pending,1985-12-07,11667.0,2012-02,VA,7.29,720-724,
51684,pending,1985-30-10,5833.33,2010-10,CA,12.12,690-694,
22667,accepted,1985-01-08,5222.0,2006-04,FL,14.91,675-679,0.0
587,accepted,1993-13-04,4167.0,2014-09,NY,13.87,670-674,0.0
13863,accepted,1984-09-10,5666.67,2006-06,CA,15.58,785-789,0.0
89627,accepted,1993-25-04,7500.0,2015-05,MD,12.12,670-674,0.0
32044,accepted,1983-19-02,2462.75,2014-03,NY,7.49,715-719,0.0
25141,accepted,1987-09-02,5623.33,2006-05,NV,11.49,765-769,0.0
65250,accepted,1984-27-05,3000.0,2006-05,MI,8.90,730-734,0.0
87148,accepted,1989-14-08,1916.67,,PA,11.14,690-694,1.0
102167,accepted,1983-04-10,5333.33,2015-06,NY,16.71,660-664,1.0
3630,accepted,1990-12-07,6250.0,2015-02,WA,9.63,745-749,0.0
20690,accepted,1986-28-06,5133.33,2012-05,IL,7.29,765-769,0.0
103394,accepted,1984-20-05,7916.67,2006-11,TX,13.11,715-719,0.0
32875,accepted,1978-16-11,10916.0,2010-12,IL,7.51,765-769,0.0
29116,accepted,1984-11-04,7583.0,2015-02,CA,10.99,700-704,0.0
14340,pending,1976-20-07,5833.33,2006-07,NJ,7.88,725-729,
82457,accepted,1975-20-01,3500.0,2006-11,MO,10.16,695-699,0.0
12895,accepted,1984-04-09,5761.0,2006-01,NY,10.75,785-789,0.0
98544,accepted,1989-11-11,2916.67,2011-10,WI,16.29,670-674,0.0
1324,accepted,1990-24-07,3417.0,2015-02,GA,7.68,790-794,0.0
16593,accepted,1993-06-09,5166.67,2011-06,FL,12.61,725-729,0.0
36466,accepted,1989-02-04,9866.0,2012-04,CA,8.90,795-799,0.0
37814,accepted,1990-10-08,3750.0,2008-12,CA,13.49,670-674,0.0
43682,pending,1990-26-12,27083.33,2011-11,NY,12.42,730-734,
70424,accepted,1981-18-12,8666.67,2010-11,TX,21.00,710-714,0.0
27552,accepted,1983-15-03,5166.67,2006-09,VA,18.39,660-664,1.0
3606,accepted,1981-04-12,6000.0,2012-10,NY,12.84,695-699,0.0
39094,accepted,1984-04-03,5833.33,2006-10,GA,10.65,720-724,0.0
83231,pending,1985-19-03,6000.0,2006-09,PA,15.31,675-679,
9533,accepted,1991-10-08,5000.0,2014-11,VA,10.62,705-709,0.0
19581,accepted,1987-28-02,1820.0,2014-10,NY,11.11,720-724,0.0
50339,accepted,1983-28-06,2750.0,2012-05,FL,6.03,760-764,0.0
35460,pending,1986-19-05,4333.33,2006-05,NY,11.71,685-689,
102138,accepted,1988-19-09,6476.0,2006-05,CA,12.61,665-669,1.0
13279,accepted,1996-23-11,10533.33,2015-09,VA,10.38,725-729,0.0
71487,accepted,1988-18-08,10000.0,2006-01,AL,24.70,660-664,1.0
97364,accepted,1981-23-10,10833.33,2006-03,CA,6.62,710-714,0.0
77135,accepted,1979-29-05,2666.67,2010-05,OR,16.29,660-664,0.0
67373,accepted,1984-12-03,2500.0,2007-02,TX,6.03,750-754,0.0
51379,accepted,1980-23-11,8583.33,2011-11,CA,17.99,670-674,0.0
97075,accepted,1989-05-06,6250.0,2015-04,CT,12.12,715-719,0.0
46056,accepted,1985-20-01,3320.83,2006-02,CA,7.90,720-724,0.0
72277,accepted,1991-21-02,5666.67,2009-04,FL,12.12,705-709,0.0
